,GEOID,solar_mw,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,State,County Name,FIPS State,FIPS County
1531,290398702001,1,29,039,870200,1,Missouri,Cedar,29,039
1532,290430202011,1,29,043,020201,1,Missouri,Christian,29,043
1533,290770046011,1,29,077,004601,1,Missouri,Greene,29,077
1534,290799601002,1,29,079,960100,2,Missouri,Grundy,29,079
1535,290950149044,1,29,095,014904,4,Missouri,Jackson,29,095
1536,290950177001,1,29,095,017700,1,Missouri,Jackson,29,095
1537,290970103013,1,29,097,010301,3,Missouri,Jasper,29,097
1538,291059606004,1,29,105,960600,4,Missouri,Laclede,29,105
1539,291070904013,1,29,107,090401,3,Missouri,Lafayette,29,107
1540,291174805002,1,29,117,480500,2,Missouri,Livingston,29,117
1541,291219604001,1,29,121,960400,1,Missouri,Macon,29,121
1542,291618901001,1,29,161,890100,1,Missouri,Phelps,29,161
1543,291694704024,1,29,169,470402,4,Missouri,Pulaski,29,169
1544,291833116043,1,29,183,311604,3,Missouri,St Charles,29,183
1545,291879509025,1,29,187,950902,5,Missouri,St Francois,29,187
1546,291950905002,1,29,195,090500,2,Missouri,Saline,29,195
1547,295101186001,2,29,510,118600,1,Missouri,St Louis City,29,510
1548,300030001002,1,30,003,000100,2,Montana,Big Horn,30,003
1549,300130101003,1,30,013,010100,3,Montana,Cascade,30,013
1550,300370001001,1,30,037,000100,1,Montana,Golden Valley,30,037
1551,300490002001,1,30,049,000200,1,Montana,Lewis and Clark,30,049
1552,300490005011,1,30,049,000501,1,Montana,Lewis and Clark,30,049
1553,300979670004,1,30,097,967000,4,Montana,Sweet Grass,30,097
1554,310019659001,1,31,001,965900,1,Nebraska,Adams,31,001
1555,310199692031,1,31,019,969203,1,Nebraska,Buffalo,31,019
1556,310219633001,1,31,021,963300,1,Nebraska,Burt,31,021
1557,310430103001,1,31,043,010300,1,Nebraska,Dakota,31,043
1558,310479684003,1,31,047,968400,3,Nebraska,Dawson,31,047
1559,310539637001,1,31,053,963700,1,Nebraska,Dodge,31,053
1560,311090102021,1,31,109,010202,1,Nebraska,Lancaster,31,109
1561,311579534001,1,31,157,953400,1,Nebraska,Scotts Bluff,31,157
1562,311770502023,1,31,177,050202,3,Nebraska,Washington,31,177
1563,320019501001,1,32,001,950100,1,Nevada,Churchill,32,001
1564,320030029761,1,32,003,002976,1,Nevada,Clark,32,003
1565,320030050131,1,32,003,005013,1,Nevada,Clark,32,003
1566,320030053461,1,32,003,005346,1,Nevada,Clark,32,003
1567,320030054352,1,32,003,005435,2,Nevada,Clark,32,003
1568,320030056134,1,32,003,005613,4,Nevada,Clark,32,003
1569,320030057032,8,32,003,005703,2,Nevada,Clark,32,003
1570,320030057033,1,32,003,005703,3,Nevada,Clark,32,003
1571,320030057111,7,32,003,005711,1,Nevada,Clark,32,003
1572,320030058601,1,32,003,005860,1,Nevada,Clark,32,003
1573,320030058771,1,32,003,005877,1,Nevada,Clark,32,003
1574,320030059021,5,32,003,005902,1,Nevada,Clark,32,003
1575,320030059022,1,32,003,005902,2,Nevada,Clark,32,003
1576,320030060011,1,32,003,006001,1,Nevada,Clark,32,003
1577,320030068004,2,32,003,006800,4,Nevada,Clark,32,003
1578,320030078022,1,32,003,007802,2,Nevada,Clark,32,003
1579,320130106001,1,32,013,010600,1,Nevada,Humboldt,32,013
1580,320199609021,1,32,019,960902,1,Nevada,Lyon,32,019
1581,320219708002,1,32,021,970800,2,Nevada,Mineral,32,021
1582,320239602001,1,32,023,960200,1,Nevada,Nye,32,023
1583,320239603001,1,32,023,960300,1,Nevada,Nye,32,023
1584,320239604123,1,32,023,960412,3,Nevada,Nye,32,023
1585,320299702001,1,32,029,970200,1,Nevada,Storey,32,029
1586,320310035013,2,32,031,003501,3,Nevada,Washoe,32,031
1587,330110143011,1,33,011,014301,1,New Hampshire,Hillsborough,33,011
1588,340010012003,1,34,001,001200,3,New Jersey,Atlantic,34,001
1589,340010104012,1,34,001,010401,2,New Jersey,Atlantic,34,001
1590,340010112022,1,34,001,011202,2,New Jersey,Atlantic,34,001
1591,340010114033,1,34,001,011403,3,New Jersey,Atlantic,34,001
1592,340010114042,1,34,001,011404,2,New Jersey,Atlantic,34,001
1593,340010117021,2,34,001,011702,1,New Jersey,Atlantic,34,001
1594,340010118081,1,34,001,011808,1,New Jersey,Atlantic,34,001
1595,340019834001,1,34,001,983400,1,New Jersey,Atlantic,34,001
1596,340030120013,1,34,003,012001,3,New Jersey,Bergen,34,003
1597,340030212001,1,34,003,021200,1,New Jersey,Bergen,34,003
1598,340030321033,1,34,003,032103,3,New Jersey,Bergen,34,003
1599,340057008003,2,34,005,700800,3,New Jersey,Burlington,34,005
1600,340057011032,1,34,005,701103,2,New Jersey,Burlington,34,005
1601,340057011043,1,34,005,701104,3,New Jersey,Burlington,34,005
1602,340057011051,1,34,005,701105,1,New Jersey,Burlington,34,005
1603,340057012031,1,34,005,701203,1,New Jersey,Burlington,34,005
1604,340057013031,2,34,005,701303,1,New Jersey,Burlington,34,005
1605,340057013035,1,34,005,701303,5,New Jersey,Burlington,34,005
1606,340057014013,1,34,005,701401,3,New Jersey,Burlington,34,005
1607,340057022041,3,34,005,702204,1,New Jersey,Burlington,34,005
1608,340057024001,1,34,005,702400,1,New Jersey,Burlington,34,005
1609,340057024002,1,34,005,702400,2,New Jersey,Burlington,34,005
1610,340057025003,1,34,005,702500,3,New Jersey,Burlington,34,005
1611,340057027011,1,34,005,702701,1,New Jersey,Burlington,34,005
1612,340057031042,1,34,005,703104,2,New Jersey,Burlington,34,005
1613,340057038012,4,34,005,703801,2,New Jersey,Burlington,34,005
1614,340057042023,1,34,005,704202,3,New Jersey,Burlington,34,005
1615,340057043023,1,34,005,704302,3,New Jersey,Burlington,34,005
1616,340057045002,1,34,005,704500,2,New Jersey,Burlington,34,005
1617,340057045003,4,34,005,704500,3,New Jersey,Burlington,34,005
1618,340057046001,1,34,005,704600,1,New Jersey,Burlington,34,005
1619,340057048012,2,34,005,704801,2,New Jersey,Burlington,34,005
1620,340076002001,1,34,007,600200,1,New Jersey,Camden,34,007
1621,340076018002,2,34,007,601800,2,New Jersey,Camden,34,007
1622,340076032012,1,34,007,603201,2,New Jersey,Camden,34,007
1623,340076035052,1,34,007,603505,2,New Jersey,Camden,34,007
1624,340076082051,1,34,007,608205,1,New Jersey,Camden,34,007
1625,340076084043,1,34,007,608404,3,New Jersey,Camden,34,007
1626,340076108003,1,34,007,610800,3,New Jersey,Camden,34,007
1627,340076110004,1,34,007,611000,4,New Jersey,Camden,34,007
1628,340090217023,1,34,009,021702,3,New Jersey,Cape May,34,009
1629,340090218044,1,34,009,021804,4,New Jersey,Cape May,34,009
1630,340110104012,1,34,011,010401,2,New Jersey,Cumberland,34,011
1631,340110107022,1,34,011,010702,2,New Jersey,Cumberland,34,011
1632,340110205032,1,34,011,020503,2,New Jersey,Cumberland,34,011
1633,340110206003,1,34,011,020600,3,New Jersey,Cumberland,34,011
1634,340110305021,1,34,011,030502,1,New Jersey,Cumberland,34,011
1635,340110404002,1,34,011,040400,2,New Jersey,Cumberland,34,011
1636,340110404004,1,34,011,040400,4,New Jersey,Cumberland,34,011
1637,340110407021,1,34,011,040702,1,New Jersey,Cumberland,34,011
1638,340110409023,1,34,011,040902,3,New Jersey,Cumberland,34,011
1639,340110409025,1,34,011,040902,5,New Jersey,Cumberland,34,011
1640,340110410011,1,34,011,041001,1,New Jersey,Cumberland,34,011
1641,340110410021,1,34,011,041002,1,New Jersey,Cumberland,34,011
1642,340110410022,2,34,011,041002,2,New Jersey,Cumberland,34,011
1643,340130200006,2,34,013,020000,6,New Jersey,Essex,34,013
1644,340130209021,1,34,013,020902,1,New Jersey,Essex,34,013
1645,340130209023,1,34,013,020902,3,New Jersey,Essex,34,013
1646,340130218023,1,34,013,021802,3,New Jersey,Essex,34,013
1647,340155002043,3,34,015,500204,3,New Jersey,Gloucester,34,015
1648,340155002052,2,34,015,500205,2,New Jersey,Gloucester,34,015
1649,340155006023,1,34,015,500602,3,New Jersey,Gloucester,34,015
1650,340155011032,1,34,015,501103,2,New Jersey,Gloucester,34,015
1651,340155011063,1,34,015,501106,3,New Jersey,Gloucester,34,015
1652,340155017032,1,34,015,501703,2,New Jersey,Gloucester,34,015
1653,340155024006,1,34,015,502400,6,New Jersey,Gloucester,34,015
1654,340170058021,1,34,017,005802,1,New Jersey,Hudson,34,017
1655,340170069001,1,34,017,006900,1,New Jersey,Hudson,34,017
1656,340170103003,1,34,017,010300,3,New Jersey,Hudson,34,017
1657,340170108001,1,34,017,010800,1,New Jersey,Hudson,34,017
1658,340170127004,3,34,017,012700,4,New Jersey,Hudson,34,017
1659,340170146002,2,34,017,014600,2,New Jersey,Hudson,34,017
1660,340170199002,4,34,017,019900,2,New Jersey,Hudson,34,017
1661,340170201001,1,34,017,020100,1,New Jersey,Hudson,34,017
1662,340190102022,1,34,019,010202,2,New Jersey,Hunterdon,34,019
1663,340190105001,1,34,019,010500,1,New Jersey,Hunterdon,34,019
1664,340190105002,1,34,019,010500,2,New Jersey,Hunterdon,34,019
1665,340190107022,1,34,019,010702,2,New Jersey,Hunterdon,34,019
1666,340190110011,1,34,019,011001,1,New Jersey,Hunterdon,34,019
1667,340190113012,1,34,019,011301,2,New Jersey,Hunterdon,34,019
1668,340190113051,1,34,019,011305,1,New Jersey,Hunterdon,34,019
1669,340190113052,1,34,019,011305,2,New Jersey,Hunterdon,34,019
1670,340190113061,1,34,019,011306,1,New Jersey,Hunterdon,34,019
1671,340190115002,1,34,019,011500,2,New Jersey,Hunterdon,34,019
1672,340190115003,2,34,019,011500,3,New Jersey,Hunterdon,34,019
1673,340190117003,1,34,019,011700,3,New Jersey,Hunterdon,34,019
1674,340210017002,1,34,021,001700,2,New Jersey,Mercer,34,021
1675,340210030011,1,34,021,003001,1,New Jersey,Mercer,34,021
1676,340210030014,1,34,021,003001,4,New Jersey,Mercer,34,021
1677,340210030031,1,34,021,003003,1,New Jersey,Mercer,34,021
1678,340210033014,1,34,021,003301,4,New Jersey,Mercer,34,021
1679,340210033034,1,34,021,003303,4,New Jersey,Mercer,34,021
1680,340210037041,1,34,021,003704,1,New Jersey,Mercer,34,021
1681,340210038001,1,34,021,003800,1,New Jersey,Mercer,34,021
1682,340210042052,1,34,021,004205,2,New Jersey,Mercer,34,021
1683,340210043062,1,34,021,004306,2,New Jersey,Mercer,34,021
1684,340210043092,3,34,021,004309,2,New Jersey,Mercer,34,021
1685,340210043145,2,34,021,004314,5,New Jersey,Mercer,34,021
1686,340210043146,1,34,021,004314,6,New Jersey,Mercer,34,021
1687,340210044062,1,34,021,004406,2,New Jersey,Mercer,34,021
1688,340230006032,2,34,023,000603,2,New Jersey,Middlesex,34,023
1689,340230007022,2,34,023,000702,2,New Jersey,Middlesex,34,023
1690,340230010011,1,34,023,001001,1,New Jersey,Middlesex,34,023
1691,340230010032,1,34,023,001003,2,New Jersey,Middlesex,34,023
1692,340230010033,1,34,023,001003,3,New Jersey,Middlesex,34,023
1693,340230015045,1,34,023,001504,5,New Jersey,Middlesex,34,023
1694,340230018033,1,34,023,001803,3,New Jersey,Middlesex,34,023
1695,340230018043,1,34,023,001804,3,New Jersey,Middlesex,34,023
1696,340230018053,1,34,023,001805,3,New Jersey,Middlesex,34,023
1697,340230018066,2,34,023,001806,6,New Jersey,Middlesex,34,023
1698,340230040001,2,34,023,004000,1,New Jersey,Middlesex,34,023
1699,340230055002,1,34,023,005500,2,New Jersey,Middlesex,34,023
1700,340230062092,1,34,023,006209,2,New Jersey,Middlesex,34,023
1701,340230064032,1,34,023,006403,2,New Jersey,Middlesex,34,023
1702,340230071032,1,34,023,007103,2,New Jersey,Middlesex,34,023
1703,340230073012,1,34,023,007301,2,New Jersey,Middlesex,34,023
1704,340230080014,1,34,023,008001,4,New Jersey,Middlesex,34,023
1705,340230082065,1,34,023,008206,5,New Jersey,Middlesex,34,023
1706,340230082132,1,34,023,008213,2,New Jersey,Middlesex,34,023
1707,340230084034,1,34,023,008403,4,New Jersey,Middlesex,34,023
1708,340230085025,5,34,023,008502,5,New Jersey,Middlesex,34,023
1709,340230085042,1,34,023,008504,2,New Jersey,Middlesex,34,023
1710,340230085061,1,34,023,008506,1,New Jersey,Middlesex,34,023
1711,340230086012,1,34,023,008601,2,New Jersey,Middlesex,34,023
1712,340230087003,3,34,023,008700,3,New Jersey,Middlesex,34,023
1713,340230088012,2,34,023,008801,2,New Jersey,Middlesex,34,023
1714,340230090003,1,34,023,009000,3,New Jersey,Middlesex,34,023
1715,340230090004,1,34,023,009000,4,New Jersey,Middlesex,34,023
1716,340230091013,1,34,023,009101,3,New Jersey,Middlesex,34,023
1717,340230092001,1,34,023,009200,1,New Jersey,Middlesex,34,023
1718,340239800001,2,34,023,980000,1,New Jersey,Middlesex,34,023
1719,340239801001,2,34,023,980100,1,New Jersey,Middlesex,34,023
1720,340258018004,1,34,025,801800,4,New Jersey,Monmouth,34,025
1721,340258021001,1,34,025,802100,1,New Jersey,Monmouth,34,025
1722,340258033005,1,34,025,803300,5,New Jersey,Monmouth,34,025
1723,340258048012,2,34,025,804801,2,New Jersey,Monmouth,34,025
1724,340258048024,1,34,025,804802,4,New Jersey,Monmouth,34,025
1725,340258090001,1,34,025,809000,1,New Jersey,Monmouth,34,025
1726,340258102012,1,34,025,810201,2,New Jersey,Monmouth,34,025
1727,340258102023,1,34,025,810202,3,New Jersey,Monmouth,34,025
1728,340258105011,1,34,025,810501,1,New Jersey,Monmouth,34,025
1729,340258105031,2,34,025,810503,1,New Jersey,Monmouth,34,025
1730,340258107002,1,34,025,810700,2,New Jersey,Monmouth,34,025
1731,340258111021,1,34,025,811102,1,New Jersey,Monmouth,34,025
1732,340258115021,1,34,025,811502,1,New Jersey,Monmouth,34,025
1733,340258115022,1,34,025,811502,2,New Jersey,Monmouth,34,025
1734,340258119002,1,34,025,811900,2,New Jersey,Monmouth,34,025
1735,340258125022,1,34,025,812502,2,New Jersey,Monmouth,34,025
1736,340270416042,1,34,027,041604,2,New Jersey,Morris,34,027
1737,340270426012,1,34,027,042601,2,New Jersey,Morris,34,027
1738,340270433012,2,34,027,043301,2,New Jersey,Morris,34,027
1739,340270444031,1,34,027,044403,1,New Jersey,Morris,34,027
1740,340270461041,2,34,027,046104,1,New Jersey,Morris,34,027
1741,340270461083,1,34,027,046108,3,New Jersey,Morris,34,027
1742,340270465001,1,34,027,046500,1,New Jersey,Morris,34,027
1743,340297132021,1,34,029,713202,1,New Jersey,Ocean,34,029
1744,340297150012,1,34,029,715001,2,New Jersey,Ocean,34,029
1745,340297158001,1,34,029,715800,1,New Jersey,Ocean,34,029
1746,340297158002,1,34,029,715800,2,New Jersey,Ocean,34,029
1747,340297173003,1,34,029,717300,3,New Jersey,Ocean,34,029
1748,340297175022,1,34,029,717502,2,New Jersey,Ocean,34,029
1749,340297230001,1,34,029,723000,1,New Jersey,Ocean,34,029
1750,340297391002,1,34,029,739100,2,New Jersey,Ocean,34,029
1751,340311635022,1,34,031,163502,2,New Jersey,Passaic,34,031
1752,340312238022,1,34,031,223802,2,New Jersey,Passaic,34,031
1753,340330207003,1,34,033,020700,3,New Jersey,Salem,34,033
1754,340330211011,1,34,033,021101,1,New Jersey,Salem,34,033
1755,340350505002,1,34,035,050500,2,New Jersey,Somerset,34,035
1756,340350506002,2,34,035,050600,2,New Jersey,Somerset,34,035
1757,340350510002,2,34,035,051000,2,New Jersey,Somerset,34,035
1758,340350527011,1,34,035,052701,1,New Jersey,Somerset,34,035
1759,340350528001,1,34,035,052800,1,New Jersey,Somerset,34,035
1760,340350534051,1,34,035,053405,1,New Jersey,Somerset,34,035
1761,340350535012,1,34,035,053501,2,New Jersey,Somerset,34,035
1762,340350536021,1,34,035,053602,1,New Jersey,Somerset,34,035
1763,340350537032,2,34,035,053703,2,New Jersey,Somerset,34,035
1764,340350538061,1,34,035,053806,1,New Jersey,Somerset,34,035
1765,340350542012,1,34,035,054201,2,New Jersey,Somerset,34,035
1766,340373716002,1,34,037,371600,2,New Jersey,Sussex,34,037
1767,340373718022,1,34,037,371802,2,New Jersey,Sussex,34,037
1768,340373721001,1,34,037,372100,1,New Jersey,Sussex,34,037
1769,340373723002,1,34,037,372300,2,New Jersey,Sussex,34,037
1770,340373723003,1,34,037,372300,3,New Jersey,Sussex,34,037
1771,340373724001,1,34,037,372400,1,New Jersey,Sussex,34,037
1772,340373748001,1,34,037,374800,1,New Jersey,Sussex,34,037
1773,340390325001,1,34,039,032500,1,New Jersey,Union,34,039
1774,340390330004,1,34,039,033000,4,New Jersey,Union,34,039
1775,340390352002,1,34,039,035200,2,New Jersey,Union,34,039
1776,340390354001,1,34,039,035400,1,New Jersey,Union,34,039
1777,340390378004,1,34,039,037800,4,New Jersey,Union,34,039
1778,340390381012,1,34,039,038101,2,New Jersey,Union,34,039
1779,340390382013,1,34,039,038201,3,New Jersey,Union,34,039
1780,340390395022,1,34,039,039502,2,New Jersey,Union,34,039
1781,340399800001,3,34,039,980000,1,New Jersey,Union,34,039
1782,340410314012,1,34,041,031401,2,New Jersey,Warren,34,041
1783,340410315004,1,34,041,031500,4,New Jersey,Warren,34,041
1784,340410316012,1,34,041,031601,2,New Jersey,Warren,34,041
1785,340410316014,3,34,041,031601,4,New Jersey,Warren,34,041
1786,340410318003,1,34,041,031800,3,New Jersey,Warren,34,041
1787,340410319002,1,34,041,031900,2,New Jersey,Warren,34,041
1788,340410321011,1,34,041,032101,1,New Jersey,Warren,34,041
1789,340410322004,1,34,041,032200,4,New Jersey,Warren,34,041
1790,340410324001,1,34,041,032400,1,New Jersey,Warren,34,041
1791,350010001122,1,35,001,000112,2,New Mexico,Bernalillo,35,001
1792,350010007141,1,35,001,000714,1,New Mexico,Bernalillo,35,001
1793,350010037151,1,35,001,003715,1,New Mexico,Bernalillo,35,001
1794,350010037361,1,35,001,003736,1,New Mexico,Bernalillo,35,001
1795,350010047152,1,35,001,004715,2,New Mexico,Bernalillo,35,001
1796,350019406022,4,35,001,940602,2,New Mexico,Bernalillo,35,001
1797,350050006001,1,35,005,000600,1,New Mexico,Chaves,35,005
1798,350050011022,2,35,005,001102,2,New Mexico,Chaves,35,005
1799,350050012002,1,35,005,001200,2,New Mexico,Chaves,35,005
1800,350069742014,1,35,006,974201,4,New Mexico,Cibola,35,006
1801,350069747014,1,35,006,974701,4,New Mexico,Cibola,35,006
1802,350069747021,1,35,006,974702,1,New Mexico,Cibola,35,006
1803,350079507001,2,35,007,950700,1,New Mexico,Colfax,35,007
1804,350079507003,1,35,007,950700,3,New Mexico,Colfax,35,007
1805,350090006022,1,35,009,000602,2,New Mexico,Curry,35,009
1806,350130014021,1,35,013,001402,1,New Mexico,Dona Ana,35,013
1807,350130015013,1,35,013,001501,3,New Mexico,Dona Ana,35,013
1808,350130017014,1,35,013,001701,4,New Mexico,Dona Ana,35,013
1809,350130019001,1,35,013,001900,1,New Mexico,Dona Ana,35,013
1810,350150007001,1,35,015,000700,1,New Mexico,Eddy,35,015
1811,350179647021,1,35,017,964702,1,New Mexico,Grant,35,017
1812,350250007021,1,35,025,000702,1,New Mexico,Lea,35,025
1813,350250008002,1,35,025,000800,2,New Mexico,Lea,35,025
1814,350250009001,2,35,025,000900,1,New Mexico,Lea,35,025
1815,350250011005,1,35,025,001100,5,New Mexico,Lea,35,025
1816,350279602001,1,35,027,960200,1,New Mexico,Lincoln,35,027
1817,350280004003,1,35,028,000400,3,New Mexico,Los Alamos,35,028
1818,350290004012,1,35,029,000401,2,New Mexico,Luna,35,029
1819,350290004021,1,35,029,000402,1,New Mexico,Luna,35,029
1820,350290005001,1,35,029,000500,1,New Mexico,Luna,35,029
1821,350290005003,1,35,029,000500,3,New Mexico,Luna,35,029
1822,350319452012,1,35,031,945201,2,New Mexico,Mckinley,35,031
1823,350350005021,1,35,035,000502,1,New Mexico,Otero,35,035
1824,350350006011,1,35,035,000601,1,New Mexico,Otero,35,035
1825,350350006031,1,35,035,000603,1,New Mexico,Otero,35,035
1826,350350009033,1,35,035,000903,3,New Mexico,Otero,35,035
1827,350379589001,1,35,037,958900,1,New Mexico,Quay,35,037
1828,350390002001,1,35,039,000200,1,New Mexico,Rio Arriba,35,039
1829,350390004011,1,35,039,000401,1,New Mexico,Rio Arriba,35,039
1830,350390004021,1,35,039,000402,1,New Mexico,Rio Arriba,35,039
1831,350430107271,1,35,043,010727,1,New Mexico,Sandoval,35,043
1832,350430107291,1,35,043,010729,1,New Mexico,Sandoval,35,043
1833,350430109002,2,35,043,010900,2,New Mexico,Sandoval,35,043
1834,350479572004,1,35,047,957200,4,New Mexico,San Miguel,35,047
1835,350479575013,3,35,047,957501,3,New Mexico,San Miguel,35,047
1836,350490103081,1,35,049,010308,1,New Mexico,Santa Fe,35,049
1837,350519622002,1,35,051,962200,2,New Mexico,Sierra,35,051
1838,350519623002,1,35,051,962300,2,New Mexico,Sierra,35,051
1839,350559521021,1,35,055,952102,1,New Mexico,Taos,35,055
1840,350559523001,1,35,055,952300,1,New Mexico,Taos,35,055
1841,350559523003,1,35,055,952300,3,New Mexico,Taos,35,055
1842,350559526024,1,35,055,952602,4,New Mexico,Taos,35,055
1843,350579632012,1,35,057,963201,2,New Mexico,Torrance,35,057
1844,350579636012,1,35,057,963601,2,New Mexico,Torrance,35,057
1845,350619414001,1,35,061,941400,1,New Mexico,Valencia,35,061
1846,350619701012,1,35,061,970101,2,New Mexico,Valencia,35,061
1847,350619703021,1,35,061,970302,1,New Mexico,Valencia,35,061
1848,350619703022,1,35,061,970302,2,New Mexico,Valencia,35,061
1849,350619703061,1,35,061,970306,1,New Mexico,Valencia,35,061
1850,350619711001,1,35,061,971100,1,New Mexico,Valencia,35,061
1851,350619803001,1,35,061,980300,1,New Mexico,Valencia,35,061
1852,360010135032,1,36,001,013503,2,New York,Albany,36,001
1853,360010143042,3,36,001,014304,2,New York,Albany,36,001
1854,360010145023,1,36,001,014502,3,New York,Albany,36,001
1855,360010146063,1,36,001,014606,3,New York,Albany,36,001
1856,360010146133,1,36,001,014613,3,New York,Albany,36,001
1857,360010148031,1,36,001,014803,1,New York,Albany,36,001
1858,360010148032,1,36,001,014803,2,New York,Albany,36,001
1859,360039503003,2,36,003,950300,3,New York,Allegany,36,003
1860,360070013004,1,36,007,001300,4,New York,Broome,36,007
1861,360070121032,1,36,007,012103,2,New York,Broome,36,007
1862,360099615002,3,36,009,961500,2,New York,Cattaraugus,36,009
1863,360110410022,2,36,011,041002,2,New York,Cayuga,36,011
1864,360130370001,1,36,013,037000,1,New York,Chautauqua,36,013
1865,360150102001,1,36,015,010200,1,New York,Chemung,36,015
1866,360150103012,1,36,015,010301,2,New York,Chemung,36,015
1867,360150107011,2,36,015,010701,1,New York,Chemung,36,015
1868,360150110002,1,36,015,011000,2,New York,Chemung,36,015
1869,360150110003,2,36,015,011000,3,New York,Chemung,36,015
1870,360191035125,1,36,019,103512,5,New York,Clinton,36,019
1871,360191042001,5,36,019,104200,1,New York,Clinton,36,019
1872,360239712002,1,36,023,971200,2,New York,Cortland,36,023
1873,360239712003,1,36,023,971200,3,New York,Cortland,36,023
1874,360270400012,1,36,027,040001,2,New York,Dutchess,36,027
1875,360271402023,1,36,027,140202,3,New York,Dutchess,36,027
1876,360271901021,1,36,027,190102,1,New York,Dutchess,36,027
1877,360271903012,1,36,027,190301,2,New York,Dutchess,36,027
1878,360272000011,1,36,027,200001,1,New York,Dutchess,36,027
1879,360272102011,1,36,027,210201,1,New York,Dutchess,36,027
1880,360290078004,1,36,029,007800,4,New York,Erie,36,029
1881,360290083001,1,36,029,008300,1,New York,Erie,36,029
1882,360290150021,1,36,029,015002,1,New York,Erie,36,029
1883,360290174002,1,36,029,017400,2,New York,Erie,36,029
1884,360290174003,3,36,029,017400,3,New York,Erie,36,029
1885,360339505022,2,36,033,950502,2,New York,Franklin,36,033
1886,360359705005,1,36,035,970500,5,New York,Fulton,36,035
1887,360359706011,3,36,035,970601,1,New York,Fulton,36,035
1888,360359706012,1,36,035,970601,2,New York,Fulton,36,035
1889,360359706013,1,36,035,970601,3,New York,Fulton,36,035
1890,360359706022,2,36,035,970602,2,New York,Fulton,36,035
1891,360359706023,1,36,035,970602,3,New York,Fulton,36,035
1892,360359714003,1,36,035,971400,3,New York,Fulton,36,035
1893,360359715023,1,36,035,971502,3,New York,Fulton,36,035
1894,360379504011,3,36,037,950401,1,New York,Genesee,36,037
1895,360379504022,2,36,037,950402,2,New York,Genesee,36,037
1896,360390805023,1,36,039,080502,3,New York,Greene,36,039
1897,360450602032,4,36,045,060203,2,New York,Jefferson,36,045
1898,360450616003,2,36,045,061600,3,New York,Jefferson,36,045
1899,360450624003,1,36,045,062400,3,New York,Jefferson,36,045
1900,360499503021,1,36,049,950302,1,New York,Lewis,36,049
1901,360510301003,1,36,051,030100,3,New York,Livingston,36,051
1902,360530303002,2,36,053,030300,2,New York,Madison,36,053
1903,360530306021,1,36,053,030602,1,New York,Madison,36,053
1904,360550115051,1,36,055,011505,1,New York,Monroe,36,055
1905,360550131032,1,36,055,013103,2,New York,Monroe,36,055
1906,360550135032,1,36,055,013503,2,New York,Monroe,36,055
1907,360550148052,1,36,055,014805,2,New York,Monroe,36,055
1908,360550149031,3,36,055,014903,1,New York,Monroe,36,055
1909,360550149032,1,36,055,014903,2,New York,Monroe,36,055
1910,360550151021,1,36,055,015102,1,New York,Monroe,36,055
1911,360559802001,1,36,055,980200,1,New York,Monroe,36,055
1912,360570721001,1,36,057,072100,1,New York,Montgomery,36,057
1913,360570721002,1,36,057,072100,2,New York,Montgomery,36,057
1914,360570728001,1,36,057,072800,1,New York,Montgomery,36,057
1915,360594157003,1,36,059,415700,3,New York,Nassau,36,059
1916,360630244052,2,36,063,024405,2,New York,Niagara,36,063
1917,360650227021,1,36,065,022702,1,New York,Oneida,36,065
1918,360650228001,1,36,065,022800,1,New York,Oneida,36,065
1919,360650228002,1,36,065,022800,2,New York,Oneida,36,065
1920,360650240001,1,36,065,024000,1,New York,Oneida,36,065
1921,360650245002,1,36,065,024500,2,New York,Oneida,36,065
1922,360650261002,2,36,065,026100,2,New York,Oneida,36,065
1923,360650261003,1,36,065,026100,3,New York,Oneida,36,065
1924,360670103011,1,36,067,010301,1,New York,Onondaga,36,067
1925,360670112322,1,36,067,011232,2,New York,Onondaga,36,067
1926,360670113003,1,36,067,011300,3,New York,Onondaga,36,067
1927,360670119004,1,36,067,011900,4,New York,Onondaga,36,067
1928,360670146003,1,36,067,014600,3,New York,Onondaga,36,067
1929,360670149001,1,36,067,014900,1,New York,Onondaga,36,067
1930,360690505011,1,36,069,050501,1,New York,Ontario,36,069
1931,360690506011,1,36,069,050601,1,New York,Ontario,36,069
1932,360690506013,2,36,069,050601,3,New York,Ontario,36,069
1933,360690514001,2,36,069,051400,1,New York,Ontario,36,069
1934,360690514002,2,36,069,051400,2,New York,Ontario,36,069
1935,360690515021,1,36,069,051502,1,New York,Ontario,36,069
1936,360710106011,1,36,071,010601,1,New York,Orange,36,071
1937,360710106021,1,36,071,010602,1,New York,Orange,36,071
1938,360710106022,1,36,071,010602,2,New York,Orange,36,071
1939,360710109024,1,36,071,010902,4,New York,Orange,36,071
1940,360710110003,1,36,071,011000,3,New York,Orange,36,071
1941,360710115002,2,36,071,011500,2,New York,Orange,36,071
1942,360710115005,1,36,071,011500,5,New York,Orange,36,071
1943,360710117013,1,36,071,011701,3,New York,Orange,36,071
1944,360710117021,3,36,071,011702,1,New York,Orange,36,071
1945,360710117022,3,36,071,011702,2,New York,Orange,36,071
1946,360710118011,1,36,071,011801,1,New York,Orange,36,071
1947,360710118013,1,36,071,011801,3,New York,Orange,36,071
1948,360710118022,2,36,071,011802,2,New York,Orange,36,071
